售前顾问,上海绎维软件系统有限公司,20000,异地招聘,民营公司,五险一金 补充公积金 年终奖金,5-7年经验 本科 招1人,50-150人
财务分析经理,广州小卫科技有限公司,17500,广州-海珠区,外资（非欧美）,带薪年假 五险一金 加班补贴 节日福利 绩效奖金 专业培训 周末双休 弹性工作,5-7年经验 本科 招1人,150-500人
财务总监,广州悦谦科技有限公司,27500,广州-海珠区,民营公司,五险一金 餐饮补贴 绩效奖金 年终奖金 弹性工作 定期体检,5-7年经验 本科 招1人,50-150人
财务副总,广州市昊志机电股份有限公司,58333,广州-黄埔区,上市公司,五险一金 补充医疗保险 交通补贴 年终奖金 绩效奖金,10年以上经验 本科 招1人,1000-5000人
财务总监,名创优品（广州）有限责任公司,45000,广州-白云区,民营公司,餐饮补贴,10年以上经验 本科 招1人,10000人以上
财务部总经理,前海新华康金融控股（深圳）有限公司,30000,广州-黄埔区,民营公司,五险一金 补充医疗保险 专业培训 绩效奖金 定期体检 节日福利 商业保险 内部编制 周末双休 带薪年假,10年以上经验 本科 招1人,10000人以上
ERP高级售前顾问,广州翰智软件有限公司,29166,广州,民营公司,,5-7年经验 本科 招3人,500-1000人
财务经理（四川、马来西亚人）,广州友谊人力资源服务有限公司,35000,广州,国企,周末双休 专业培训 五险一金,10年以上经验 本科 招1人,50-150人
高级财务经理,三七互娱,42500,广州,上市公司,五险一金 员工旅游 餐饮补贴 年终奖金 笔记本补贴 全勤奖 周末双休 绩效奖金 带薪年假 补充医疗保险,8-9年经验 本科 招1人,1000-5000人
财务主管（社保、公积金、大小周）,广州唯非网络科技有限公司,9000,广州-白云区,民营公司,,5-7年经验 大专 招1人,少于50人
核算高级总账会计 (MJ002787),SHEIN,12500,异地招聘,民营公司,,3-4年经验 本科 招若干人,5000-10000人
高级/资深总账会计 (MJ002777),SHEIN,14000,广州-番禺区,民营公司,,3-4年经验 本科 招若干人,5000-10000人
总账助理经理,香港新世界集团成员-K11 Concepts Limited,17500,广州-天河区,外资（非欧美）,,5-7年经验 本科 招1人,150-500人
公司秘书（会计师/律师）,广州恩飞投资有限公司,25000,广州-越秀区,民营公司,五险一金 餐饮补贴 补充医疗保险 补充公积金 专业培训 出国机会 员工旅游 绩效奖金 免费班车 年终奖金,3-4年经验 本科 招1人,500-1000人
上市房地产财务经理,广州粤泰集团股份有限公司,17500,广州,上市公司,五险一金 年终奖金 交通补贴 通讯补贴 周末双休 节日补贴,5-7年经验 本科 招3人,500-1000人
高级会计师（知识城）,广州市白云泵业集团有限公司,12500,广州-黄埔区,民营公司,五险一金 免费班车 员工旅游 年终奖金 专业培训,5-7年经验 本科 招1人,1000-5000人
私人银行家,好买财富管理股份有限公司,25000,广州,民营公司,五险一金 员工旅游 绩效奖金 专业培训 定期体检,8-9年经验 大专 招2人,500-1000人
高级咨询顾问,天职国际会计师事务所（特殊普通合伙）,14583,广州-天河区,民营公司,五险一金 通讯补贴 专业培训 定期体检 绩效奖金,5-7年经验 本科 招若干人,500-1000人
投后管理岗,广州市增城区城市建设投资集团有限公司,25000,广州-增城区,国企,周末双休 带薪年假 五险一金 绩效奖金 节日福利 高温补贴,3-4年经验 本科 招1人,500-1000人
财务副经理,广州四九游网络科技有限公司,12500,广州-天河区,民营公司,做五休二 周末双休 弹性工作 带薪年假 五险一金 专业培训 节日福利 全勤奖 绩效奖金 餐饮补贴,5-7年经验 本科 招2人,150-500人
财务实施顾问,广州必云信息科技有限责任公司,8000,广州-天河区,民营公司,五险一金 交通补贴 绩效奖金 定期体检 年终奖金 员工旅游,3-4年经验 本科 招5人,50-150人
财务分析高级咨询顾问,广州必云信息科技有限责任公司,12500,广州-天河区,民营公司,五险一金 交通补贴 绩效奖金 定期体检 年终奖金 员工旅游,3-4年经验 本科 招5人,50-150人
高级财务分析项目总监,广州必云信息科技有限责任公司,17500,广州-天河区,民营公司,五险一金 交通补贴 绩效奖金 定期体检 年终奖金 员工旅游,5-7年经验 本科 招2人,50-150人
财务经理,广东奥园商业地产集团有限公司,15000,广州-番禺区,上市公司,五险一金 年终奖金 定期体检 专业培训 通讯补贴 绩效奖金,5-7年经验 本科 招1人,1000-5000人
财务实施项目总监（高薪诚聘）,广州必云信息科技有限责任公司,16000,广州-天河区,民营公司,五险一金 交通补贴 绩效奖金 定期体检 年终奖金 员工旅游,5-7年经验 本科 招2人,50-150人
Fund Accountant,广州百顺科技有限公司,7000,广州-越秀区,民营公司,国际经验 五险一金 补充公积金 专业培训 定期体检 年终奖金,1年经验 本科 招3人,少于50人
基金会计（海外基金）,广州百顺科技有限公司,7000,广州-越秀区,民营公司,国际经验 五险一金 专业培训 定期体检 年终奖金 带薪年假 团队优秀 朝阳行业,1年经验 本科 招3人,少于50人
海外基金会计,广州百顺科技有限公司,7000,广州-越秀区,民营公司,国际经验 五险一金 补充公积金 专业培训 股票期权 定期体检 年终奖金,1年经验 本科 招若干人,少于50人
Consultant, IARCS, Risk Consulting,毕马威中国 KPMG China,12000,广州-天河区,外资（欧美）,五险一金 补充医疗保险 年终奖金 定期体检 专业培训,1年经验 本科 招1人,500-1000人
Associate Director - Restructuring Services,毕马威中国 KPMG China,62500,异地招聘,外资（欧美）,五险一金 补充医疗保险 定期体检 年终奖金 专业培训,8-9年经验 本科 招若干人,150-500人
财务经理,广东奥园城市更新集团有限公司,29166,广州-花都区,上市公司,五险一金 补充医疗保险 补充公积金 员工旅游 交通补贴 餐饮补贴 通讯补贴 绩效奖金 年终奖金 定期体检,5-7年经验 本科 招1人,150-500人
注册资产评估师,信加信（广东）会计师事务所（普通合伙）,14583,广州-天河区,创业公司,,3-4年经验 大专 招2人,少于50人
上市公司审计CPA项目经理,信加信（广东）会计师事务所（普通合伙）,17500,广州-天河区,创业公司,,5-7年经验 本科 招2人,少于50人
高级财务顾问经理,信加信（广东）会计师事务所（普通合伙）,14583,广州-天河区,创业公司,,5-7年经验 本科 招2人,少于50人
会计审计实习生,广州天源税务师事务所（普通合伙）,1500,广州-天河区,民营公司,,在校生/应届生 本科 招6人,少于50人
上市地产财务总监,广州粤泰集团股份有限公司,85000,广州,上市公司,五险一金 带薪年假 通讯补贴 节日福利,10年以上经验 本科 招若干人,500-1000人
财务总监,广州粤泰集团股份有限公司,85000,广州,上市公司,五险一金 带薪年假 通讯补贴 节日福利,10年以上经验 本科 招若干人,500-1000人
高级投资专员,三七互娱,2500,广州,上市公司,五险一金 员工旅游 交通补贴 餐饮补贴 通讯补贴 专业培训 绩效奖金 年终奖金 定期体检 电脑补助,3-4年经验 本科 招1人,1000-5000人
预算会计,前海新华康金融控股（深圳）有限公司,7000,广州-黄埔区,民营公司,五险一金 补充医疗保险 专业培训 绩效奖金 定期体检 节日福利 商业保险 内部编制 周末双休 带薪年假,3-4年经验 本科 招若干人,10000人以上
