注册会计师（项目经理）,广州市博速信息科技有限公司,12500,广州,民营公司,弹性工作 年终奖金 专业培训 社保 员工旅游 通讯补贴 定期体检,3-4年经验 本科 招3人,50-150人
财务总监,佛山市青松科技股份有限公司,35000,异地招聘,民营公司,丰厚提成 五险一金 优秀团队 知名品牌 高新技术产品 绩效奖金 股票期权 年终奖金,10年以上经验 本科 招1人,150-500人
内审经理/审计经理,正佳企业集团有限公司,12500,广州,外资（欧美）,五险一金 员工旅游 专业培训 做五休二,5-7年经验 本科 招1人,500-1000人
财务副总监,广东人民出版社有限公司,17500,广州-海珠区,国企,五险一金 专业培训 通讯补贴 餐饮补贴 绩效奖金 年终奖金 弹性工作 定期体检,8-9年经验 本科 招1人,150-500人
财务主管,赛业（广州）生物科技有限公司,9000,广州,外资（欧美）,周末双休 带薪年假 绩效奖金 节日福利 餐饮补贴 五险一金 年终奖金,5-7年经验 本科 招1人,150-500人
会计老师/财务老师/财会培训,仁和会计教育集团,14000,广州-天河区,民营公司,五险一金 年终奖金 弹性工作 专业培训 员工旅游,5-7年经验 大专 招4人,10000人以上
急聘：注册会计师 / 注册税务师,广州市忠雄会计师事务所（普通合伙）,15000,广州-海珠区,民营公司,周末双休 带薪年假 绩效奖金 五险一金 包住宿 定期体检 员工旅游 专业培训 节日福利 出国机会,5-7年经验 大专 招4人,50-150人
内审主管,粤海物业管理有限公司,12500,广州-天河区,国企,餐饮补贴 带薪年假 五险一金 年度体检 外出拓展活动 绩效奖金 专业培训 拓展激励,3-4年经验 本科 招2人,500-1000人
投资经理,嘉凯城集团（上海）有限公司,17500,广州-天河区,上市公司,五险一金 餐饮补贴 做五休二 节日福利 周末双休 带薪年假 专业培训 住房补贴,2年经验 本科 招3人,1000-5000人
审计助理,中审众环会计师事务所（特殊普通合伙）广东分所,7000,广州-越秀区,民营公司,五险一金 员工旅游 餐饮补贴 通讯补贴 交通补贴 定期体检 年终奖金 绩效奖金,1年经验 本科 招若干人,150-500人
内审高级经理,广州天泓文化传媒投资有限公司,12500,广州-天河区,民营公司,五险一金 补充商业保险 定期体检 团建活动 年终奖金,5-7年经验 本科 招1人,50-150人
审计主管/经理,广州东方宾馆,7000,广州-越秀区,国企,带薪年假 五险一金 节日福利 专业培训 提供食宿 全身体检 年度旅游 周末双休 年终奖金,3-4年经验 本科 招1人,500-1000人
财务经理/主管,赛尔特建筑科技（广东）有限公司,11500,广州-番禺区,民营公司,绩效奖金 年终奖金 免费班车 社保 大小周 生日礼金,5-7年经验 大专 招1人,150-500人
财务管培生 (2021届校招),中数通信息有限公司,8500,广州-天河区,国企,五险一金 餐饮补贴 通讯补贴 定期体检 年终奖金 专业培训 绩效奖金 周末双休 国企待遇 项目奖金,无需经验 本科 招1人,1000-5000人
董事会秘书,科诺牧业机械设备（上海）有限公司,54166,异地招聘,外资（非欧美）,五险一金 补充医疗保险 通讯补贴 绩效奖金 年终奖金 节日福利 定期体检,5-7年经验 本科 招1人,150-500人
结构化融资岗,厦门国际银行股份有限公司珠海分行,20833,异地招聘,合资,五险一金 补充医疗保险 补充公积金 员工旅游 餐饮补贴 绩效奖金 年终奖金 弹性工作 定期体检 专业培训,2年经验 本科 招若干人,150-500人
